大鱼 Big Fish,少年派的奇幻漂流,,,,,,,,
幸福终点站 The Terminal,恋恋笔记本,,,,,,,,
恋恋笔记本,爱在日落黄昏时,,,,,,,,
达拉斯买家俱乐部 Dallas Buyers Club,社交网络,飞行家,美丽心灵,为奴十二年,,,,,
布达佩斯大饭店,巴斯特·斯克鲁格斯的歌谣,被解救的姜戈,,,,,,,
海边的曼彻斯特,猫鼠游戏,,,,,,,,
角斗士,1917,,,,,,,,
恋恋笔记本,,,,,,,,,
记忆碎片,利刃出鞘,禁闭岛,网络谜踪,,,,,,
记忆碎片,禁闭岛,,,,,,,,
猫鼠游戏,,,,,,,,,
1917,,,,,,,,,
海边的曼彻斯特,,,,,,,,,
血战钢锯岭 Hacksaw Ridge,1917,,,,,,,,
这个男人来自地球,第九区,,,,,,,,
记忆碎片,禁闭岛,利刃出鞘,,,,,,,
猫鼠游戏,记忆碎片,致命ID,禁闭岛,,,,,,
记忆碎片 Memento,禁闭岛,蝴蝶效应,,,,,,,
爆裂鼓手 Whiplash,百万美元宝贝,醉乡民谣,荒岛余生,,,,,,
爱尔兰人 The Irishman,猫鼠游戏,极速车王,华尔街之狼,,,,,,
勇士 Warrior,百万美元宝贝,铁拳男人,铁甲钢拳,光荣之路,斗士,,,,
人工智能 Artificial Intelligence: AI,这个男人来自地球,第九区,,,,,,,
血钻 Blood Diamond,猫鼠游戏,蝙蝠侠：黑暗骑士,,,,,,,
我是山姆,,,,,,,,,
我是山姆,,,,,,,,,
海边的曼彻斯特,,,,,,,,,
悲惨世界 Les Misérables,爱乐之城,,,,,,,,
梦之安魂曲 Requiem for a Dream,老无所依,,,,,,,,
奇迹男孩 Wonder,当幸福来敲门,天才少女,,,,,,,
弱点 The Blind Side,当幸福来敲门,光荣之路,百万美元宝贝,荒岛余生,叫我第一名,卡特教练,,,
恋恋笔记本 The Notebook,一天,爱乐之城,,,,,,,
波西米亚狂想曲 Bohemian Rhapsody,极速车王,倒数时刻,社交网络,醉乡民谣,马戏之王,达拉斯买家俱乐部,爆裂鼓手,,
1917,硫磺岛的来信,角斗士,,,,,,,
黑客帝国动画版,,,,,,,,,
爱乐之城,,,,,,,,,
朗读者 The Reader,爱在日落黄昏时,恋恋笔记本,,,,,,,
这个男人来自地球,人工智能,第九区,,,,,,,
单身男子,迷恋荷尔蒙,,,,,,,,
角斗士,指环王3：王者无敌,,,,,,,,
多哥 Togo,南极大冒险,我在雨中等你,忠犬八公的故事,狮子王,荒野猎人,,,,
我在伊朗长大 Persepolis,,,,,,,,,
和莎莫的500天,,,,,,,,,
黑水 Dark Waters,极速车王,华盛顿邮报,芝加哥七君子审判,理查德·朱维尔的哀歌,猫鼠游戏,聚焦,爱尔兰人,,
猫鼠游戏,,,,,,,,,
社交网络,飞行家,弗里达,醉乡民谣,,,,,,
老无所依 No Country for Old Men,猫鼠游戏,,,,,,,,
﻿,,,,,,,,,
断背山,,,,,,,,,
1917,,,,,,,,,
当幸福来敲门,荒岛余生,美丽心灵,,,,,,,
恋恋笔记本,怦然心动,,,,,,,,
恋恋笔记本,,,,,,,,,
怦然心动 Flipped,恋恋笔记本,爱乐之城,,,,,,,
恋恋笔记本,,,,,,,,,
爱乐之城,恋恋笔记本,,,,,,,,
极速车王,达拉斯买家俱乐部,美丽心灵,,,,,,,
断背山,,,,,,,,,
本杰明·巴顿奇事 The Curious Case of Benjamin Button,恋恋笔记本,爱乐之城,,,,,,,
断背山,,,,,,,,,
爱乐之城,爱在日落黄昏时,,,,,,,,
百万美元宝贝,幸福终点站,,,,,,,,
爱在日落黄昏时,,,,,,,,,
恋恋笔记本,爱乐之城,,,,,,,,
断背山,,,,,,,,,
爱在日落黄昏时 Before Sunset,恋恋笔记本,爱乐之城,,,,,,,
爱乐之城,弗里达,恋恋笔记本,,,,,,,
面纱,1917,,,,,,,,
爱在午夜降临前 Before Midnight,爱在日落黄昏时,恋恋笔记本,爱乐之城,,,,,,
恋恋笔记本,爱在日落黄昏时,,,,,,,,
断背山 Brokeback Mountain,恋恋笔记本,,,,,,,,
爱在日落黄昏时,恋恋笔记本,爱乐之城,,,,,,,
恋恋笔记本,爱乐之城,,,,,,,,
法兰西特派,爱在日落黄昏时,,,,,,,,
幸福终点站 The Terminal,恋恋笔记本,,,,,,,,
爱在日落黄昏时,恋恋笔记本,朗读者,,,,,,,
爱在日落黄昏时,恋恋笔记本,,,,,,,,
恋恋笔记本,,,,,,,,,
恋恋笔记本,,,,,,,,,
傲慢与偏见 Pride &amp; Prejudice,恋恋笔记本,爱乐之城,,,,,,,
悲惨世界 Les Misérables,爱乐之城,,,,,,,,
爱乐之城,,,,,,,,,
色，戒,爱乐之城,,,,,,,,
荒岛余生,当幸福来敲门,百万美元宝贝,幸福终点站,,,,,,
爱在日落黄昏时,朗读者,,,,,,,,
真爱至上 Love Actually,恋恋笔记本,他其实没那么喜欢你,,,,,,,
爱在日落黄昏时,恋恋笔记本,,,,,,,,
恋恋笔记本 The Notebook,一天,爱乐之城,,,,,,,
爱乐之城,恋恋笔记本,,,,,,,,
打开心世界,面子,,,,,,,,
朗读者 The Reader,爱在日落黄昏时,恋恋笔记本,,,,,,,
爱乐之城,恋恋笔记本,一天,,,,,,,
单身男子,迷恋荷尔蒙,,,,,,,,
婚姻故事 Marriage Story,爱在日落黄昏时,革命之路,爱乐之城,,,,,,
爱在日落黄昏时,,,,,,,,,
恋恋笔记本,怦然心动,,,,,,,,
弗里达,社交网络,,,,,,,,
幸福终点站,暖暖内含光,,,,,,,,
面纱,恋恋笔记本,一天,,,,,,,
阳光小美女,海边的曼彻斯特,,,,,,,,
面子 Saving Face,打开心世界,被拒人生,布卢明顿,,,,,,
爱在日落黄昏时,面纱,,,,,,,,
天伦之旅,阳光小美女,我是山姆,海边的曼彻斯特,,,,,,
暖暖内含光 Eternal Sunshine of the Spotless Mind,爱在日落黄昏时,和莎莫的500天,恋恋笔记本,,,,,,
爱乐之城 La La Land,恋恋笔记本,,,,,,,,
卧虎藏龙 臥虎藏龍,,,,,,,,,
和莎莫的500天,,,,,,,,,
断背山,,,,,,,,,
她 Her,爱乐之城,和莎莫的500天,恋恋笔记本,暖暖内含光,这个男人来自地球,,,,
恋恋笔记本,,,,,,,,,
蓝莓之夜,,,,,,,,,
面子,打开心世界,布卢明顿,,,,,,,
社交网络,美丽心灵,飞行家,隐藏人物,,,,,,
卡罗尔 Carol,打开心世界,,,,,,,,
弗里达 Frida,时时刻刻,,,,,,,,
断背山,面子,,,,,,,,
巴斯特·斯克鲁格斯的歌谣 The Ballad of Buster Scruggs,八恶人,,,,,,,,
面纱,爱在日落黄昏时,,,,,,,,
爱在日落黄昏时,,,,,,,,,
利刃出鞘,大卫·戈尔的一生,记忆碎片,消失的爱人,网络谜踪,,,,,
阳光小美女,,,,,,,,,
朗读者,,,,,,,,,
奎迪,百万美元宝贝,光荣之路,光辉岁月,荒岛余生,铁拳男人,卡特教练,,,
午夜巴黎 Midnight in Paris,爱在日落黄昏时,和莎莫的500天,一天,,,,,,
断背山,欲盖弄潮,恋恋笔记本,,,,,,,
面纱 The Painted Veil,爱在日落黄昏时,恋恋笔记本,和莎莫的500天,,,,,,
爱在日落黄昏时,八月迷情,和莎莫的500天,恋恋笔记本,,,,,,
恋恋笔记本,爱在日落黄昏时,一天,面纱,他其实没那么喜欢你,,,,,
爱乐之城,,,,,,,,,
面纱,爱在日落黄昏时,,,,,,,,
丹麦女孩 The Danish Girl,断背山,,,,,,,,
断背山,,,,,,,,,
恋恋笔记本,,,,,,,,,
和莎莫的500天,,,,,,,,,
八月迷情 August Rush,附注：我爱你,恋恋笔记本,,,,,,,
小妇人,恋恋笔记本,,,,,,,,
纽约，我爱你,蓝莓之夜,爱在日落黄昏时,和莎莫的500天,附注：我爱你,,,,,
艺术家 The Artist,爱在日落黄昏时,和莎莫的500天,暖暖内含光,,,,,,
爱在日落黄昏时,和莎莫的500天,他其实没那么喜欢你,恋恋笔记本,,,,,,
弗里达,时时刻刻,社交网络,,,,,,,
艺伎回忆录,,,,,,,,,
面纱,,,,,,,,,
恋恋笔记本,,,,,,,,,
爱乐之城,,,,,,,,,
恋恋笔记本,爱乐之城,,,,,,,,
革命之路 Revolutionary Road,爱在日落黄昏时,面纱,朗读者,蓝色情人节,恋恋笔记本,偷心,,,
恋恋笔记本,爱乐之城,,,,,,,,
和莎莫的500天,恋恋笔记本,一天,他其实没那么喜欢你,,,,,,
爱在日落黄昏时,,,,,,,,,
时时刻刻,,,,,,,,,
恋恋笔记本,,,,,,,,,
叫我第一名,,,,,,,,,
迷恋荷尔蒙,,,,,,,,,
面纱,朗读者,珍珠港,,,,,,,
恋恋笔记本,暮光之城,,,,,,,,
爱在日落黄昏时,恋恋笔记本,,,,,,,,
这个男人来自地球,K星异客,第九区,降临,,,,,,
我在雨中等你 The Art of Racing in the Rain,多哥,一条狗的使命,南极大冒险,,,,,,
初恋这首情歌 Sing Street,爱乐之城,醉乡民谣,如晴天，似雨天,,,,,,
爱乐之城,,,,,,,,,
叫我第一名,荒岛余生,自闭历程,127小时,当幸福来敲门,,,,,
赛末点 Match Point,爱在日落黄昏时,偷心,面纱,和莎莫的500天,,,,,
恋恋笔记本,记忆碎片,,,,,,,,
小妇人 Little Women,爱乐之城,恋恋笔记本,,,,,,,
和莎莫的500天 (500) Days of Summer,爱在日落黄昏时,他其实没那么喜欢你,恋恋笔记本,一天,,,,,
恋恋笔记本,爱在日落黄昏时,他其实没那么喜欢你,,,,,,,
遇见你之前 Me Before You,恋恋笔记本,一天,爱乐之城,他其实没那么喜欢你,,,,,
恋恋笔记本,,,,,,,,,
恋恋笔记本,猫鼠游戏,怦然心动,,,,,,,
指环王3：王者无敌 The Lord of the Rings: The Return of the King,指环王2：双塔奇兵,少年派的奇幻漂流,大鱼,角斗士,,,,,
蝙蝠侠：黑暗骑士 The Dark Knight,蝙蝠侠：黑暗骑士崛起,猫鼠游戏,盗梦空间,,,,,,
指环王2：双塔奇兵 The Lord of the Rings: The Two Towers,少年派的奇幻漂流,大鱼,角斗士,,,,,,
指环王1：护戒使者 The Lord of the Rings: The Fellowship of the Ring,指环王2：双塔奇兵,少年派的奇幻漂流,大鱼,角斗士,,,,,
盗梦空间,这个男人来自地球,,,,,,,,
布达佩斯大饭店,,,,,,,,,
记忆碎片,禁闭岛,,,,,,,,
记忆碎片,禁闭岛,致命ID,猫鼠游戏,,,,,,
角斗士,指环王3：王者无敌,,,,,,,,
盗梦空间,星际穿越,第九区,,,,,,,
少年派的奇幻漂流,大鱼,,,,,,,,
蝙蝠侠：黑暗骑士崛起 The Dark Knight Rises,蝙蝠侠：侠影之谜,X战警：逆转未来,盗梦空间,,,,,,
被解救的姜戈 Django Unchained,八恶人,,,,,,,,
这个男人来自地球,第九区,,,,,,,,
记忆碎片,禁闭岛,,,,,,,,
星际穿越,盗梦空间,银翼杀手2049,,,,,,,
第九区,我是传奇,,,,,,,,
X战警：逆转未来,蝙蝠侠：黑暗骑士崛起,,,,,,,,
第九区,我是传奇,,,,,,,,
记忆碎片,禁闭岛,,,,,,,,
致命ID,,,,,,,,,
拆弹部队,狂怒,1917,,,,,,,
记忆碎片,禁闭岛,,,,,,,,
指环王2：双塔奇兵,少年派的奇幻漂流,惊天魔盗团,,,,,,,
复仇者联盟4：终局之战 Avengers: Endgame,X战警：逆转未来,,,,,,,,
记忆碎片,猫鼠游戏,,,,,,,,
角斗士 Gladiator,指环王3：王者无敌,,,,,,,,
蝙蝠侠：侠影之谜 Batman Begins,蝙蝠侠：黑暗骑士崛起,X战警：逆转未来,,,,,,,
黄海 황해,,,,,,,,,
蝙蝠侠：侠影之谜,X战警：逆转未来,,,,,,,,
蝙蝠侠：黑暗骑士崛起,猫鼠游戏,,,,,,,,
指环王2：双塔奇兵,少年派的奇幻漂流,惊天魔盗团,,,,,,,
蝙蝠侠：黑暗骑士崛起,猫鼠游戏,,,,,,,,
蝙蝠侠：黑暗骑士崛起,,,,,,,,,
少年派的奇幻漂流,惊天魔盗团,,,,,,,,
少年派的奇幻漂流,惊天魔盗团,,,,,,,,
启示 Apocalypto,角斗士,,,,,,,,
被解救的姜戈,八恶人,,,,,,,,
银翼杀手2049 Blade Runner 2049,降临,这个男人来自地球,沙丘,第九区,,,,,
我是传奇,,,,,,,,,
第九区 District 9,这个男人来自地球,我是传奇,,,,,,,
金刚狼3：殊死一战 Logan,X战警：逆转未来,,,,,,,,
训练日,,,,,,,,,
1917,,,,,,,,,
记忆碎片,禁闭岛,,,,,,,,
训练日,美国黑帮,,,,,,,,
铁甲钢拳 Real Steel,我是传奇,猩球崛起,X战警：逆转未来,,,,,,
火柴人,大卫·戈尔的一生,局内人,守法公民,,,,,,
飓风营救 Taken,生死狙击,,,,,,,,
X战警：逆转未来,,,,,,,,,
X战警：逆转未来,我是传奇,第九区,,,,,,,
爱尔兰人,巴斯特·斯克鲁格斯的歌谣,好莱坞往事,八恶人,猫鼠游戏,,,,,
X战警：逆转未来 X-Men: Days of Future Past,X战警：第一战,,,,,,,,
我是传奇,,,,,,,,,
X战警：第一战 X-Men: First Class,X战警：逆转未来,,,,,,,,
西线无战事 Im Westen nichts Neues,1917,灰猎犬号,有史以来最棒的啤酒运送,,,,,,
我是传奇,,,,,,,,,
我是传奇,第九区,,,,,,,,
X战警：逆转未来,,,,,,,,,
X战警：逆转未来,,,,,,,,,
猩球崛起 Rise of the Planet of the Apes,猩球崛起2：黎明之战,我是传奇,第九区,X战警：逆转未来,,,,,
我是传奇,,,,,,,,,
黑客帝国动画版 The Animatrix,数字复兴·上,侦探的故事,,,,,,,
利刃出鞘,猫鼠游戏,网络谜踪,,,,,,,
当幸福来敲门,荒岛余生,美丽心灵,,,,,,,
记忆碎片,禁闭岛,利刃出鞘,,,,,,,
恋恋笔记本,猫鼠游戏,怦然心动,,,,,,,
猫鼠游戏,,,,,,,,,
猫鼠游戏,,,,,,,,,
猫鼠游戏,爱尔兰人,,,,,,,,
蝙蝠侠：黑暗骑士 The Dark Knight,蝙蝠侠：黑暗骑士崛起,猫鼠游戏,盗梦空间,,,,,,
爱尔兰人,,,,,,,,,
猫鼠游戏 Catch Me If You Can,华尔街之狼,血钻,小丑,蝙蝠侠：黑暗骑士,,,,,
布达佩斯大饭店,被解救的姜戈,,,,,,,,
记忆碎片,禁闭岛,利刃出鞘,,,,,,,
猫鼠游戏,血钻,,,,,,,,
猫鼠游戏,爱尔兰人,,,,,,,,
猫鼠游戏,,,,,,,,,
致命ID,禁闭岛,记忆碎片,,,,,,,
被解救的姜戈,八恶人,,,,,,,,
记忆碎片,禁闭岛,致命ID,猫鼠游戏,,,,,,
猫鼠游戏,血钻,,,,,,,,
三块广告牌,,,,,,,,,
猫鼠游戏,,,,,,,,,
大鱼,少年派的奇幻漂流,本杰明·巴顿奇事,,,,,,,
猫鼠游戏,老无所依,,,,,,,,
记忆碎片,大卫·戈尔的一生,禁闭岛,,,,,,,
禁闭岛,利刃出鞘,记忆碎片,网络谜踪,消失的爱人,,,,,
记忆碎片,禁闭岛,致命ID,猫鼠游戏,,,,,,
蝙蝠侠：黑暗骑士崛起 The Dark Knight Rises,蝙蝠侠：侠影之谜,X战警：逆转未来,盗梦空间,,,,,,
猫鼠游戏,,,,,,,,,
布达佩斯大饭店,巴斯特·斯克鲁格斯的歌谣,被解救的姜戈,,,,,,,
记忆碎片,禁闭岛,,,,,,,,
爱尔兰人 The Irishman,猫鼠游戏,极速车王,华尔街之狼,,,,,,
小丑 Joker,猫鼠游戏,蝙蝠侠：黑暗骑士,三块广告牌,爱尔兰人,,,,,
消失的爱人 Gone Girl,禁闭岛,记忆碎片,致命ID,利刃出鞘,,,,,
记忆碎片,利刃出鞘,禁闭岛,网络谜踪,,,,,,
利刃出鞘,记忆碎片,禁闭岛,网络谜踪,惊天魔盗团,,,,,
猫鼠游戏,,,,,,,,,
"三块广告牌 Three Billboards Outside Ebbing, Missouri",猫鼠游戏,利刃出鞘,,,,,,,
海边的曼彻斯特,,,,,,,,,
猫鼠游戏,记忆碎片,致命ID,禁闭岛,,,,,,
记忆碎片 Memento,禁闭岛,蝴蝶效应,,,,,,,
大卫·戈尔的一生,火柴人,记忆碎片,老无所依,,,,,,
记忆碎片,禁闭岛,大卫·戈尔的一生,,,,,,,
战争之王 Lord of War,拆弹部队,1917,,,,,,,
猫鼠游戏,,,,,,,,,
无耻混蛋 Inglourious Basterds,被解救的姜戈,1917,,,,,,,
梦之安魂曲,猫鼠游戏,老无所依,,,,,,,
被解救的姜戈,猫鼠游戏,,,,,,,,
撞车 Crash,猫鼠游戏,老无所依,血钻,大卫·戈尔的一生,,,,,
八恶人 The Hateful Eight,被解救的姜戈,巴斯特·斯克鲁格斯的歌谣,,,,,,,
记忆碎片,大卫·戈尔的一生,禁闭岛,,,,,,,
猫鼠游戏,,,,,,,,,
利刃出鞘,网络谜踪,记忆碎片,,,,,,,
大卫·戈尔的一生 The Life of David Gale,记忆碎片,禁闭岛,,,,,,,
老无所依,,,,,,,,,
记忆碎片,猫鼠游戏,,,,,,,,
训练日,,,,,,,,,
猫鼠游戏,致命ID,黑天鹅,,,,,,,
记忆碎片,猫鼠游戏,,,,,,,,
网络谜踪 Searching,利刃出鞘,记忆碎片,禁闭岛,消失的爱人,,,,,
蝙蝠侠：侠影之谜 Batman Begins,蝙蝠侠：黑暗骑士崛起,X战警：逆转未来,,,,,,,
黄海 황해,,,,,,,,,
蝙蝠侠：黑暗骑士崛起,猫鼠游戏,,,,,,,,
记忆碎片,大卫·戈尔的一生,致命ID,禁闭岛,,,,,,
八恶人,,,,,,,,,
禁闭岛,记忆碎片,利刃出鞘,蝴蝶效应,盗梦空间,,,,,
蝙蝠侠：黑暗骑士崛起,猫鼠游戏,,,,,,,,
猫鼠游戏,套装,,,,,,,,
训练日,美国黑帮,,,,,,,,
蓝莓之夜,,,,,,,,,
火柴人,大卫·戈尔的一生,局内人,守法公民,,,,,,
老无所依,,,,,,,,,
爱尔兰人,,,,,,,,,
记忆碎片,禁闭岛,,,,,,,,
八恶人,,,,,,,,,
第25小时,老无所依,,,,,,,,
猫鼠游戏,,,,,,,,,
猫鼠游戏,被解救的姜戈,,,,,,,,
被解救的姜戈,八恶人,,,,,,,,
美国黑帮,,,,,,,,,
老无所依 No Country for Old Men,猫鼠游戏,,,,,,,,
K星异客,这个男人来自地球,,,,,,,,
飓风营救 Taken,生死狙击,,,,,,,,
爱尔兰人,巴斯特·斯克鲁格斯的歌谣,好莱坞往事,八恶人,猫鼠游戏,,,,,
致命ID,小岛惊魂,万能钥匙,,,,,,,
夜行者 Nightcrawler,囚徒,老无所依,龙纹身的女孩,,,,,,
爱乐之城,,,,,,,,,
利刃出鞘,网络谜踪,禁闭岛,记忆碎片,,,,,,
利刃出鞘,网络谜踪,猫鼠游戏,,,,,,,
猫鼠游戏,网络谜踪,,,,,,,,
小岛惊魂,万能钥匙,,,,,,,,
网络谜踪,利刃出鞘,,,,,,,,
记忆碎片,利刃出鞘,禁闭岛,网络谜踪,致命ID,,,,,
八恶人,被解救的姜戈,,,,,,,,
火柴人,猫鼠游戏,大卫·戈尔的一生,记忆碎片,龙纹身的女孩,,,,,
火柴人 Matchstick Men,猫鼠游戏,大卫·戈尔的一生,老无所依,,,,,,
利刃出鞘 Knives Out,网络谜踪,记忆碎片,禁闭岛,,,,,,
华尔街之狼 The Wolf of Wall Street,猫鼠游戏,飞行家,极速车王,社交网络,为奴十二年,大空头,爱尔兰人,达拉斯买家俱乐部,老无所依
理查德·朱维尔的哀歌 Richard Jewell,极速车王,爱尔兰人,聚焦,社交网络,华盛顿邮报,骡子,,,
被解救的姜戈,八恶人,,,,,,,,
迷恋荷尔蒙 Soldier's Girl,平常的心,单身男子,欲盖弄潮,,,,,,
龙纹身的女孩 The Girl with the Dragon Tattoo,记忆碎片,十二宫,禁闭岛,大卫·戈尔的一生,,,,,
1917,,,,,,,,,
大卫·戈尔的一生,记忆碎片,龙纹身的女孩,囚徒,,,,,,
赛末点 Match Point,爱在日落黄昏时,偷心,面纱,和莎莫的500天,,,,,
利刃出鞘,猫鼠游戏,网络谜踪,,,,,,,
迫在眉梢 John Q,天伦之旅,勇士,训练日,火柴人,我是山姆,守法公民,,,
猫鼠游戏,惊天魔盗团,,,,,,,,
杀手没有假期 In Bruges,阅后即焚,巴斯特·斯克鲁格斯的歌谣,,,,,,,
猫鼠游戏,,,,,,,,,
大佬 Brother,,,,,,,,,
利刃出鞘,网络谜踪,禁闭岛,,,,,,,
囚徒 Prisoners,夜行者,十二宫,大卫·戈尔的一生,龙纹身的女孩,记忆碎片,,,,
自由作家 Freedom Writers,永不妥协,光荣之路,光辉岁月,百万美元宝贝,自闭历程,蒙娜丽莎的微笑,激辩风云,隐藏人物,
美国黑帮,爱尔兰人,,,,,,,,
感谢你抽烟,,,,,,,,,
美国田园下的罪恶 An American Crime,夜行者,,,,,,,,
抢钱大作战,猫鼠游戏,华尔街：金钱永不眠,老无所依,火柴人,,,,,
猫鼠游戏,,,,,,,,,
守法公民 Law Abiding Citizen,局内人,火柴人,危情三日,,,,,,
突袭2：暴徒 The Raid 2: Berandal,,,,,,,,,
处刑人2,,,,,,,,,
赴汤蹈火 Hell or High Water,边境杀手,老无所依,劫匪,夜行者,恐袭波士顿,骡子,,,
惊天魔盗团,蝙蝠侠：黑暗骑士崛起,,,,,,,,
为你钟情2,面子,被拒人生,,,,,,,
飞行家,猫鼠游戏,华尔街之狼,社交网络,胡佛,极速车王,血钻,,,
欲盖弄潮,,,,,,,,,
猫鼠游戏,惊天魔盗团,,,,,,,,
记忆碎片,禁闭岛,致命ID,万能钥匙,,,,,,
缺席的人,老无所依,,,,,,,,
猫鼠游戏,火柴人,,,,,,,,
爱尔兰人,赴汤蹈火,理查德·朱维尔的哀歌,骡子,小丑,原钻,,,,
训练日 Training Day,美国黑帮,局内人,借刀杀人,,,,,,
八恶人,巴斯特·斯克鲁格斯的歌谣,好莱坞往事,,,,,,,
这个男人来自地球,我是传奇,第九区,,,,,,,
